Date,FullName,From,To,Subject
2014-01-13 14:13:00,Brand Tempestad,Brand.Tempestad@gastech.com.kronos,"Gustav.Cazar@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos",Cased-hole inspection schedule
2014-01-13 14:18:00,Vira Frente,Vira.Frente@gastech.com.kronos,"Axel.Calzas@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos",2497-00 Perforation
2014-01-13 14:19:00,Benito Hawelon,Benito.Hawelon@gastech.com.kronos,"Dante.Coginian@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos",Safety First!
2014-01-13 14:22:00,Lars Azada,Lars.Azada@gastech.com.kronos,"Brand.Tempestad@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Lars.Azada@gastech.com.kronos",HASR Injection Progress
2014-01-13 14:35:00,Linda Lagos,Linda.Lagos@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",Too funy - you have to see this...
2014-01-13 14:40:00,Varro Awelon,Varro.Awelon@gastech.com.kronos,"Albina.Hafon@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos",Safety First!
2014-01-13 14:53:00,Sten Sanjorge Jr.,Sten.Sanjorge Jr.@gastech.com.kronos,"Ingrid.Barranco@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.tethys, Willem.Vasco-Pais@gastech.com.kronos",Managing perceptions about the IPO
2014-01-13 15:01:00,Dylan Scozzese,Dylan.Scozzese@gastech.com.kronos,"Varro.Awelon@gastech.com.kronos, Emile.Arpa@gastech.com.kronos",Safety First!
2014-01-13 15:02:00,Ada Campo-Corrente,Ada.Campo-Corrente@gastech.com.kronos,"Ingrid.Barranco@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.tethys, Willem.Vasco-Pais@gastech.com.kronos",Managing perceptions about the IPO
2014-01-13 15:08:00,Bertrand Ovan,Bertrand.Ovan@gastech.com.kronos,"Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos",Safety First!
2014-01-13 15:11:00,Emile Arpa,Emile.Arpa@gastech.com.kronos,"Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos","Guys night out - sorry, ladies"
2014-01-13 15:12:00,Brand Tempestad,Brand.Tempestad@gastech.com.kronos,"Brand.Tempestad@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Lars.Azada@gastech.com.kronos",HASR Injection Progress
2014-01-13 15:19:00,Lucas Alcazar,Lucas.Alcazar@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos",Spam reports
2014-01-13 15:25:00,Hennie Osvaldo,Hennie.Osvaldo@gastech.com.kronos,"Minke.Mies@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos, Felix.Resumir@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Kanon.Herrero@gastech.com.kronos, Stenig.Fusil@gastech.com.kronos, Varja.Lagos@gastech.com.kronos",Notification of outside visit
2014-01-13 15:35:00,Linda Lagos,Linda.Lagos@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",When you have a minute
2014-01-13 15:35:00,Elsa Orilla,Elsa.Orilla@gastech.com.kronos,"Gustav.Cazar@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos",Cased-hole inspection schedule
2014-01-13 15:51:00,Cornelia Lais,Cornelia.Lais@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",Anyone have time to help on a project?
2014-01-13 15:56:00,Ruscella Mies Haber,Ruscella.Mies.Haber@gastech.com.kronos,"Rachel.Pantanal@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.kronos, Orhan.Strum@gastech.com.kronos, Willem.Vasco-Pais@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Linnea.Bergen@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Stenig.Fusil@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Kanon.Herrero@gastech.com.kronos, Varja.Lagos@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Felix.Resumir@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Mat.Bramar@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Anda.Ribera@gastech.com.kronos","Good morning, GasTech!"
2014-01-13 15:56:00,Sten Sanjorge Jr.,Sten.Sanjorge Jr.@gastech.com.kronos,"Orhan.Strum@gastech.com.kronos, Willem.Vasco-Pais@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.tethys",Recommend a good vacation spot?
2014-01-13 16:01:00,Anda Ribera,Anda.Ribera@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",Anyone have time to help on a project?
2014-01-13 16:03:00,Isia Vann,Isia.Vann@gastech.com.kronos,Rachel.Pantanal@gastech.com.kronos,Testing 1 2 3
2014-01-13 16:06:00,Claudio Hawelon,Claudio.Hawelon@gastech.com.kronos,"Albina.Hafon@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Irene.Nant@gastech.com.kronos","Guys night out - sorry, ladies"
2014-01-13 16:15:00,Sven Flecha,Sven.Flecha@gastech.com.kronos,"Sven.Flecha@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos",Hackathon Friday night - my place
2014-01-13 16:19:00,Adra Nubarron,Adra.Nubarron@gastech.com.kronos,"Rachel.Pantanal@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.kronos, Orhan.Strum@gastech.com.kronos, Willem.Vasco-Pais@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Linnea.Bergen@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Stenig.Fusil@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Kanon.Herrero@gastech.com.kronos, Varja.Lagos@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Felix.Resumir@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Mat.Bramar@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Anda.Ribera@gastech.com.kronos",News on VIP Visit January 20 - Please Read!
2014-01-13 16:23:00,Felix Balas,Felix.Balas@gastech.com.kronos,Hennie.Osvaldo@gastech.com.kronos,Supplies
2014-01-13 16:31:00,Anda Ribera,Anda.Ribera@gastech.com.kronos,Henk.Mies@gastech.com.kronos,Tools
2014-01-13 16:32:00,Henk Mies,Henk.Mies@gastech.com.kronos,"Henk.Mies@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Irene.Nant@gastech.com.kronos",Funny!!
2014-01-13 16:33:00,Henk Mies,Henk.Mies@gastech.com.kronos,Anda.Ribera@gastech.com.kronos,Tools
2014-01-13 16:35:00,Valeria Morlun,Valeria.Morlun@gastech.com.kronos,"Albina.Hafon@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Irene.Nant@gastech.com.kronos","Guys night out - sorry, ladies"
2014-01-13 16:36:00,Adra Nubarron,Adra.Nubarron@gastech.com.kronos,"Adra.Nubarron@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Vira.Frente@gastech.com.kronos",Wellhead flow rate data
2014-01-13 16:37:00,Cecilia Morluniau,Cecilia.Morluniau@gastech.com.kronos,"Albina.Hafon@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Irene.Nant@gastech.com.kronos","Guys night out - sorry, ladies"
2014-01-13 16:40:00,Vira Frente,Vira.Frente@gastech.com.kronos,"Vira.Frente@gastech.com.kronos, Axel.Calzas@gastech.com.kronos",2497-00 Initial flow rates
2014-01-13 16:47:00,Vira Frente,Vira.Frente@gastech.com.kronos,"Vira.Frente@gastech.com.kronos, Axel.Calzas@gastech.com.kronos",2497-00 Initial flow rates
2014-01-13 16:48:00,Ruscella Mies Haber,Ruscella.Mies.Haber@gastech.com.kronos,"Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Minke.Mies@gastech.com.kronos",FW: ARISE - Inspiration for Defenders of Kronos
2014-01-13 16:51:00,Hennie Osvaldo,Hennie.Osvaldo@gastech.com.kronos,"Rachel.Pantanal@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.kronos, Orhan.Strum@gastech.com.kronos, Willem.Vasco-Pais@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Linnea.Bergen@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Stenig.Fusil@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Kanon.Herrero@gastech.com.kronos, Varja.Lagos@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Felix.Resumir@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Mat.Bramar@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Anda.Ribera@gastech.com.kronos",News on VIP Visit January 20 - Please Read!
2014-01-13 16:54:00,Varro Awelon,Varro.Awelon@gastech.com.kronos,"Valeria.Morlun@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos",Safety First!
2014-01-13 17:00:00,Henk Mies,Henk.Mies@gastech.com.kronos,"Albina.Hafon@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Irene.Nant@gastech.com.kronos","Guys night out - sorry, ladies"
2014-01-13 17:01:00,Anda Ribera,Anda.Ribera@gastech.com.kronos,Henk.Mies@gastech.com.kronos,Tools
2014-01-13 17:02:00,Valeria Morlun,Valeria.Morlun@gastech.com.kronos,"Emile.Arpa@gastech.com.kronos, Dante.Coginian@gastech.com.kronos",Safety First!
2014-01-13 17:04:00,Claudio Hawelon,Claudio.Hawelon@gastech.com.kronos,"Albina.Hafon@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Irene.Nant@gastech.com.kronos","Guys night out - sorry, ladies"
2014-01-13 17:06:00,Lars Azada,Lars.Azada@gastech.com.kronos,"Adra.Nubarron@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Vira.Frente@gastech.com.kronos",Wellhead flow rate data
2014-01-13 17:08:00,Carla Forluniau,Carla.Forluniau@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",When you have a minute
2014-01-13 17:11:00,Carla Forluniau,Carla.Forluniau@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",Too funy - you have to see this...
2014-01-13 17:16:00,Anda Ribera,Anda.Ribera@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",Anyone have time to help on a project?
2014-01-13 17:24:00,Adra Nubarron,Adra.Nubarron@gastech.com.kronos,"Axel.Calzas@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos",2497-00 Perforation
2014-01-13 17:32:00,Sten Sanjorge Jr.,Sten.Sanjorge Jr.@gastech.com.kronos,"Orhan.Strum@gastech.com.kronos, Willem.Vasco-Pais@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.tethys",Recommend a good vacation spot?
2014-01-13 17:53:00,Lars Azada,Lars.Azada@gastech.com.kronos,"Adra.Nubarron@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Vira.Frente@gastech.com.kronos",Wellhead flow rate data
2014-01-13 17:54:00,Mat Bramar,Mat.Bramar@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",When you have a minute
2014-01-13 17:55:00,Axel Calzas,Axel.Calzas@gastech.com.kronos,"Vira.Frente@gastech.com.kronos, Axel.Calzas@gastech.com.kronos",2497-00 Initial flow rates
2014-01-13 18:00:00,Adan Morlun,Adan.Morlun@gastech.com.kronos,"Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos","Guys night out - sorry, ladies"
2014-01-13 18:04:00,Valeria Morlun,Valeria.Morlun@gastech.com.kronos,"Adan.Morlun@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos",Safety First!
2014-01-13 18:12:00,Carla Forluniau,Carla.Forluniau@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",When you have a minute
2014-01-13 18:12:00,Mat Bramar,Mat.Bramar@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",Too funy - you have to see this...
2014-01-13 18:16:00,Felix Balas,Felix.Balas@gastech.com.kronos,"Adra.Nubarron@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Vira.Frente@gastech.com.kronos",Wellhead flow rate data
2014-01-13 18:24:00,Valeria Morlun,Valeria.Morlun@gastech.com.kronos,"Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos","Guys night out - sorry, ladies"
2014-01-13 18:35:00,Valeria Morlun,Valeria.Morlun@gastech.com.kronos,"Henk.Mies@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Irene.Nant@gastech.com.kronos",Funny!!
2014-01-13 18:50:00,Dylan Scozzese,Dylan.Scozzese@gastech.com.kronos,"Albina.Hafon@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Irene.Nant@gastech.com.kronos","Guys night out - sorry, ladies"
2014-01-13 18:58:00,Henk Mies,Henk.Mies@gastech.com.kronos,"Dante.Coginian@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Irene.Nant@gastech.com.kronos",Safety First!
